state,county,weight,count,state,n_the_tweets,mis_index_weight,mis_index_count
michigan,kalkaska,0.1494290849784464,1,,,,
michigan,macomb,9.665216697477355,15,22.0,22.0,0.43932803170351614,0.6818181818181818
michigan,manistee,0.0792705332124841,1,6.0,6.0,0.013211755535414017,0.16666666666666666
michigan,muskegon,59.10684692272889,76,42.0,42.0,1.4073058791125928,1.8095238095238095
michigan,newaygo,0.1270866442054728,1,,,,
michigan,oakland,2.1277511659901345,4,17.0,17.0,0.12516183329353733,0.23529411764705882
michigan,oscoda,2.0,2,2.0,2.0,1.0,1.0
michigan,roscommon,0.0260205981447612,1,8.0,8.0,0.00325257476809515,0.125
michigan,saginaw,83.50663371204179,97,41.0,41.0,2.0367471637083363,2.3658536585365852
michigan,schoolcraft,13.125730910966901,15,1.0,1.0,13.125730910966901,15.0
michigan,wexford,2.004511874799595,5,18.0,18.0,0.11136177082219972,0.2777777777777778
minnesota,anoka,1.0,1,2.0,2.0,0.5,0.5
minnesota,blue earth,11.627282691587862,18,10.0,10.0,1.1627282691587861,1.8
minnesota,carlton,1.0260205981447612,2,1.0,1.0,1.0260205981447612,2.0
minnesota,chisago,1.0,1,,,,
minnesota,pine,1.0,1,,,,
minnesota,rice,0.1494290849784464,1,3.0,3.0,0.04980969499281546,0.3333333333333333
minnesota,swift,1.0,1,,,,
minnesota,waseca,1.0,1,3.0,3.0,0.3333333333333333,0.3333333333333333
minnesota,winona,3.0,3,23.0,23.0,0.13043478260869565,0.13043478260869565
mississippi,alcorn,0.1270866442054728,1,1.0,1.0,0.1270866442054728,1.0
mississippi,george,2.0,2,,,,
mississippi,grenada,13.820017801343594,26,23.0,23.0,0.6008703391888519,1.1304347826086956
mississippi,prentiss,0.473357014963087,2,1.0,1.0,0.473357014963087,2.0
mississippi,sunflower,1.0,1,,,,
mississippi,tunica,14.876732071835107,31,,,,
missouri,andrew,0.0260053149914942,2,1.0,1.0,0.0260053149914942,2.0
missouri,cape girardeau,12.24512490073526,15,19.0,19.0,0.6444802579334347,0.7894736842105263
missouri,dade,8.998644266761428,10,4.0,4.0,2.249661066690357,2.5
missouri,new madrid,1.0,1,1.0,1.0,1.0,1.0
missouri,ozark,0.5862169797413452,5,23.0,23.0,0.025487694771362836,0.21739130434782608
missouri,ripley,1.0,1,,,,
missouri,shannon,0.0260205981447612,1,4.0,4.0,0.0065051495361903,0.25
missouri,st. charles,0.0130026574957471,1,13.0,13.0,0.001000204422749777,0.07692307692307693
missouri,st. clair,5.569653758733726,8,,,,
missouri,st. louis,79.83051865716234,108,430.0,430.0,0.18565236897014498,0.25116279069767444
missouri,ste. genevieve,0.1270866442054728,1,,,,
missouri,worth,1.0,1,,,,
montana,cascade,6.5840385814395255,9,,,,
montana,deer lodge,1.0,1,,,,
montana,missoula,16.28134013621159,31,155.0,155.0,0.1050409041045909,0.2
montana,rosebud,0.3940864817506029,1,,,,
montana,stillwater,0.0484806327776504,1,,,,
montana,treasure,2.0,2,,,,
montana,yellowstone,1.0,1,,,,
nebraska,arthur,1.1270866442054728,2,1.0,1.0,1.1270866442054728,2.0
nebraska,cedar,0.0792705332124841,1,,,,
nebraska,chase,0.19790971775609678,2,,,,
nebraska,dixon,0.1270866442054728,1,,,,
nebraska,garden,1.1903183131536281,2,5.0,5.0,0.23806366263072562,0.4
nebraska,kearney,3.153107242350234,5,27.0,27.0,0.11678174971667533,0.18518518518518517
nebraska,keith,0.0780617944342836,3,2.0,2.0,0.0390308972171418,1.5
nebraska,seward,0.3940864817506029,1,3.0,3.0,0.1313621605835343,0.3333333333333333
nebraska,valley,1.0,1,7.0,7.0,0.14285714285714285,0.14285714285714285
nevada,elko,1.0,1,15.0,15.0,0.06666666666666667,0.06666666666666667
nevada,humboldt,1.0,1,5.0,5.0,0.2,0.2
nevada,lyon,9.355786262396403,12,22.0,22.0,0.42526301192710925,0.5454545454545454
new hampshire,cheshire,13.746075274788515,39,169.0,169.0,0.08133772351945867,0.23076923076923078
new hampshire,grafton,0.0260205981447612,1,,,,
new hampshire,hillsborough,1.0,1,4.0,4.0,0.25,0.25
new hampshire,merrimack,3.510380832113622,5,7.0,7.0,0.5014829760162317,0.7142857142857143
new jersey,atlantic,33.161830556762595,39,57.0,57.0,0.581786500995835,0.6842105263157895
new jersey,bergen,3.3019921103351417,9,15.0,15.0,0.2201328073556761,0.6
new jersey,burlington,7.5098545802030605,13,27.0,27.0,0.278142762229743,0.48148148148148145
new jersey,cape may,2.1270866442054728,3,17.0,17.0,0.12512274377679253,0.17647058823529413
new jersey,hudson,2.3940864817506027,3,1.0,1.0,2.3940864817506027,3.0
new jersey,ocean,14.847475960305513,21,26.0,26.0,0.5710567677040582,0.8076923076923077
new jersey,passaic,12.473357014963087,14,5.0,5.0,2.4946714029926174,2.8
new mexico,chaves,1.0,1,,,,
new mexico,los alamos,1.0,1,9.0,9.0,0.1111111111111111,0.1111111111111111
new mexico,luna,6.758984725593528,11,19.0,19.0,0.3557360381891331,0.5789473684210527
new mexico,mora,1.0,1,,,,
new mexico,san miguel,1.0792705332124841,2,1.0,1.0,1.0792705332124841,2.0
new mexico,santa fe,19.49488370331915,36,164.0,164.0,0.11887124209340945,0.21951219512195122
new mexico,socorro,0.1270866442054728,1,2.0,2.0,0.0635433221027364,0.5
new mexico,taos,5.061483290273397,7,7.0,7.0,0.7230690414676282,1.0
new mexico,valencia,12.641613137653984,19,9.0,9.0,1.4046236819615538,2.111111111111111
new york,bronx,895.691924276738,1213,891.0,891.0,1.005265908279167,1.361391694725028
new york,cortland,3.521173125956076,5,16.0,16.0,0.22007332037225474,0.3125
new york,herkimer,2.543515566729049,4,6.0,6.0,0.4239192611215082,0.6666666666666666
new york,kings,0.1494290849784464,1,,,,
new york,livingston,1.1040823925790448,5,14.0,14.0,0.07886302804136035,0.35714285714285715
new york,nassau,7.143959225897609,11,5.0,5.0,1.4287918451795218,2.2
new york,niagara,4.0,4,15.0,15.0,0.26666666666666666,0.26666666666666666
new york,ontario,1.1903183131536281,2,2.0,2.0,0.5951591565768141,1.0
new york,oswego,11.429168954108206,27,38.0,38.0,0.30076760405547914,0.7105263157894737
new york,otsego,1.0,1,,,,
new york,queens,668.8181349754025,944,981.0,981.0,0.6817717991594316,0.9622833843017329
new york,rockland,3.3940864817506027,4,13.0,13.0,0.26108357551927713,0.3076923076923077
new york,schenectady,11.940290686077573,15,59.0,59.0,0.20237780823860294,0.2542372881355932
new york,ulster,2.026020598144761,3,11.0,11.0,0.18418369074043284,0.2727272727272727
new york,westchester,6.649274202049397,13,84.0,84.0,0.07915802621487378,0.15476190476190477
north carolina,alamance,3.9986442667614273,5,2.0,2.0,1.9993221333807136,2.5
north carolina,anson,0.1270866442054728,1,,,,
north carolina,carteret,0.3940864817506029,1,1.0,1.0,0.3940864817506029,1.0
north carolina,catawba,5.0,5,,,,
north carolina,chatham,0.0260205981447612,1,4.0,4.0,0.0065051495361903,0.25
north carolina,currituck,2.0,2,,,,
north carolina,durham,183.5625054681353,236,432.0,432.0,0.42491320710216507,0.5462962962962963
north carolina,graham,1.4668340423375472,4,4.0,4.0,0.3667085105843868,1.0
north carolina,hertford,0.3940864817506029,1,13.0,13.0,0.030314344750046376,0.07692307692307693
north carolina,lenoir,1.394086481750603,2,8.0,8.0,0.17426081021882536,0.25
north carolina,nash,2.3940864817506027,3,1.0,1.0,2.3940864817506027,3.0
north carolina,pitt,2.0,2,2.0,2.0,1.0,1.0
north carolina,rowan,0.584404794904231,2,,,,
north carolina,scotland,218.69945494811736,748,2252.0,2252.0,0.0971134347016507,0.3321492007104796
north carolina,transylvania,17.251719775848443,26,19.0,19.0,0.9079852513604444,1.368421052631579
north dakota,barnes,1.0,1,,,,
north dakota,grand forks,2.94037001711248,7,57.0,57.0,0.051585438896710176,0.12280701754385964
ohio,ashtabula,15.707562949389507,24,8.0,8.0,1.9634453686736884,3.0
ohio,athens,21.356660768967778,38,87.0,87.0,0.24547885941342273,0.4367816091954023
ohio,belmont,0.0484806327776504,1,2.0,2.0,0.0242403163888252,0.5
ohio,coshocton,3.3940864817506027,4,8.0,8.0,0.42426081021882533,0.5
ohio,defiance,4.2541732884109456,6,20.0,20.0,0.21270866442054728,0.3
ohio,guernsey,3.4981688743296475,8,86.0,86.0,0.040676382259647065,0.09302325581395349
ohio,huron,1.06286545548345,2,2.0,2.0,0.531432727741725,1.0
ohio,lorain,23.321996742005997,49,35.0,35.0,0.6663427640573142,1.4
ohio,lucas,2.3940864817506027,3,,,,
ohio,ross,3.0260053149914943,5,2.0,2.0,1.5130026574957471,2.5
ohio,sandusky,18.230007752300256,27,51.0,51.0,0.35745113239804427,0.5294117647058824
ohio,stark,2.0,2,2.0,2.0,1.0,1.0
ohio,van wert,1.0,1,3.0,3.0,0.3333333333333333,0.3333333333333333
oklahoma,atoka,1.394086481750603,2,,,,
oklahoma,canadian,0.1494290849784464,1,1.0,1.0,0.1494290849784464,1.0
oklahoma,cleveland,2.3940864817506027,3,1.0,1.0,2.3940864817506027,3.0
oklahoma,creek,1.0,1,,,,
oklahoma,kiowa,1.0,1,,,,
oklahoma,love,31.040841629045936,39,21.0,21.0,1.4781353156688541,1.8571428571428572
oklahoma,muskogee,5.851038418984656,8,13.0,13.0,0.45007987838343505,0.6153846153846154
oklahoma,oklahoma,304.5933685322138,424,614.0,614.0,0.4960804047755925,0.6905537459283387
oklahoma,ottawa,38.48118031629933,67,300.0,300.0,0.1282706010543311,0.22333333333333333
oklahoma,pawnee,2.737512037254465,6,3.0,3.0,0.912504012418155,2.0
oklahoma,seminole,1.1270866442054728,2,,,,
oklahoma,tulsa,255.27969833642607,370,483.0,483.0,0.5285293961416688,0.7660455486542443
oklahoma,woods,2.790761972322188,6,11.0,11.0,0.25370563384747163,0.5454545454545454
oklahoma,woodward,1.2988581699568928,3,1.0,1.0,1.2988581699568928,3.0
oregon,baker,0.5211731259560757,2,,,,
oregon,curry,0.0260205981447612,1,,,,
oregon,hood river,1.7881729635012058,3,6.0,6.0,0.29802882725020097,0.5
pennsylvania,bradford,1.6148220096101071,12,63.0,63.0,0.02563209539063662,0.19047619047619047
pennsylvania,bucks,5.234300641541331,9,63.0,63.0,0.08308413716732271,0.14285714285714285
pennsylvania,butler,16.65973058605716,18,12.0,12.0,1.38831088217143,1.5
pennsylvania,clarion,3.0,3,8.0,8.0,0.375,0.375
pennsylvania,clearfield,0.3940864817506029,1,2.0,2.0,0.19704324087530145,0.5
pennsylvania,clinton,1.1494290849784463,2,1.0,1.0,1.1494290849784463,2.0
pennsylvania,delaware,0.40708913924635,2,2.0,2.0,0.203544569623175,1.0
pennsylvania,erie,101.09269099482691,133,136.0,136.0,0.7433286102560802,0.9779411764705882
pennsylvania,huntingdon,1.0130026574957471,2,4.0,4.0,0.2532506643739368,0.5
pennsylvania,indiana,8.126097124431606,9,14.0,14.0,0.5804355088879719,0.6428571428571429
pennsylvania,lebanon,84.4920046640075,115,230.0,230.0,0.3673565420174239,0.5
pennsylvania,luzerne,0.0745012309224116,2,1.0,1.0,0.0745012309224116,2.0
pennsylvania,mifflin,1.0,1,,,,
pennsylvania,philadelphia,2879.6734621113324,3845,3358.0,3358.0,0.8575561233208256,1.1450268016676592
pennsylvania,somerset,11.101380502131036,20,73.0,73.0,0.15207370550864432,0.273972602739726
pennsylvania,susquehanna,0.3940864817506029,1,,,,
rhode island,newport,9.966853606048602,16,98.0,98.0,0.10170258781682247,0.16326530612244897
rhode island,providence,163.42474935494315,226,388.0,388.0,0.42119780761583286,0.5824742268041238
south carolina,abbeville,1.0,1,1.0,1.0,1.0,1.0
south carolina,aiken,14.645914517149109,18,22.0,22.0,0.6657233871431413,0.8181818181818182
south carolina,bamberg,2.06286545548345,3,,,,
south carolina,barnwell,0.3940864817506029,1,,,,
south carolina,beaufort,17.7321119331794,22,14.0,14.0,1.2665794237985286,1.5714285714285714
south carolina,charleston,299.8852906146352,416,402.0,402.0,0.7459833099866547,1.0348258706467661
south carolina,darlington,14.155233464425827,29,27.0,27.0,0.5242679060898454,1.0740740740740742
south carolina,dillon,1.0130026574957471,2,2.0,2.0,0.5065013287478736,1.0
south carolina,dorchester,11.04317996933996,16,13.0,13.0,0.84947538225692,1.2307692307692308
south carolina,georgetown,17.86744349671369,20,5.0,5.0,3.573488699342738,4.0
south carolina,greenville,113.43195127607892,161,280.0,280.0,0.40511411170028183,0.575
south carolina,greenwood,16.26686166563603,25,31.0,31.0,0.5247374730850332,0.8064516129032258
south carolina,laurens,1.3812599326164183,4,5.0,5.0,0.27625198652328364,0.8
south carolina,newberry,14.934423078039405,16,5.0,5.0,2.986884615607881,3.2
south carolina,orangeburg,11.519817392717503,14,6.0,6.0,1.9199695654529172,2.3333333333333335
south carolina,saluda,3.3940864817506027,4,4.0,4.0,0.8485216204376507,1.0
south carolina,spartanburg,45.2385873843306,59,53.0,53.0,0.8535582525345397,1.1132075471698113
south carolina,sumter,14.913903874468106,18,16.0,16.0,0.9321189921542566,1.125
south dakota,brookings,3.0150493444904614,4,34.0,34.0,0.08867792189677827,0.11764705882352941
south dakota,dewey,0.3940864817506029,1,,,,
south dakota,hand,1.0,1,,,,
south dakota,yankton,2.0,2,6.0,6.0,0.3333333333333333,0.3333333333333333
tennessee,carter,3.3940864817506027,4,8.0,8.0,0.42426081021882533,0.5
tennessee,chester,0.3122471777371344,12,47.0,47.0,0.006643556973130519,0.2553191489361702
tennessee,coffee,2.0614832902733973,4,3.0,3.0,0.6871610967577991,1.3333333333333333
tennessee,dekalb,2.521173125956076,4,3.0,3.0,0.8403910419853586,1.3333333333333333
tennessee,dickson,4.420107079895364,6,5.0,5.0,0.8840214159790728,1.2
tennessee,hawkins,2.1270866442054728,3,9.0,9.0,0.23634296046727477,0.3333333333333333
tennessee,haywood,0.2541732884109456,2,,,,
tennessee,lake,2.9945301409191627,6,2.0,2.0,1.4972650704595813,3.0
tennessee,lauderdale,17.829163482174785,23,1.0,1.0,17.829163482174785,23.0
tennessee,loudon,0.4863596724588341,3,3.0,3.0,0.16211989081961137,1.0
tennessee,macon,2.06286545548345,3,1.0,1.0,2.06286545548345,3.0
tennessee,mcnairy,1.0150493444904614,2,,,,
tennessee,tipton,0.0260205981447612,1,1.0,1.0,0.0260205981447612,1.0
tennessee,union,3.0150493444904614,4,11.0,11.0,0.2740953949536783,0.36363636363636365
tennessee,white,20.073878581762706,31,23.0,23.0,0.8727773296418568,1.3478260869565217
texas,andrews,4.026020598144761,5,2.0,2.0,2.0130102990723806,2.5
texas,austin,1367.9232260202514,2008,3995.0,3995.0,0.34240881752697155,0.5026282853566959
texas,bandera,1.1903183131536281,2,5.0,5.0,0.23806366263072562,0.4
texas,bee,6.013002657495747,7,4.0,4.0,1.5032506643739367,1.75
texas,brazoria,2.1270866442054728,3,9.0,9.0,0.23634296046727477,0.3333333333333333
texas,burleson,5.993153912184401,11,32.0,32.0,0.18728605975576254,0.34375
texas,cameron,2.2541732884109456,4,2.0,2.0,1.1270866442054728,2.0
texas,camp,1.0,1,1.0,1.0,1.0,1.0
texas,childress,1.0,1,2.0,2.0,0.5,0.5
texas,coleman,1.0,1,,,,
texas,colorado,1.0,1,1.0,1.0,1.0,1.0
texas,crockett,1.573214322245598,5,7.0,7.0,0.22474490317794257,0.7142857142857143
texas,crosby,0.1494290849784464,1,6.0,6.0,0.02490484749640773,0.16666666666666666
texas,dallas,3947.427873306401,5768,4220.0,4220.0,0.935409448650806,1.366824644549763
texas,delta,1.40708913924635,3,12.0,12.0,0.11725742827052917,0.25
texas,denton,78.7556219540706,127,180.0,180.0,0.43753123307817005,0.7055555555555556
